Cargo_id;Nome_cargo;Nivel;Descricao
244;Coordenador RH Especialista 244;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
245;Especialista Dados Gestao 245;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
246;Analista People Junior 246;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
247;Recrutador Pleno 247;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
248;Analista Treinamento Senior 248;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
249;Analista Remuneracao Especialista 249;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
250;Gerente RH Gestao 250;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
251;Analista Departamento Pessoal Junior 251;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
252;Assistente Administrativo Pleno 252;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
253;Analista Diversidade Senior 253;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
254;Analista Beneficios Especialista 254;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
255;Supervisor Operacoes Gestao 255;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
256;Analista RH Junior 256;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
257;Assistente RH Pleno 257;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
258;Business Partner Senior 258;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
259;Coordenador RH Especialista 259;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
260;Especialista Dados Gestao 260;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
261;Analista People Junior 261;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
262;Recrutador Pleno 262;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
263;Analista Treinamento Senior 263;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
264;Analista Remuneracao Especialista 264;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
265;Gerente RH Gestao 265;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
266;Analista Departamento Pessoal Junior 266;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
267;Assistente Administrativo Pleno 267;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
268;Analista Diversidade Senior 268;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
269;Analista Beneficios Especialista 269;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
270;Supervisor Operacoes Gestao 270;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
271;Analista RH Junior 271;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
272;Assistente RH Pleno 272;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
273;Business Partner Senior 273;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
274;Coordenador RH Especialista 274;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
275;Especialista Dados Gestao 275;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
276;Analista People Junior 276;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
277;Recrutador Pleno 277;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
278;Analista Treinamento Senior 278;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
279;Analista Remuneracao Especialista 279;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
280;Gerente RH Gestao 280;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
281;Analista Departamento Pessoal Junior 281;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
282;Assistente Administrativo Pleno 282;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
283;Analista Diversidade Senior 283;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
284;Analista Beneficios Especialista 284;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
285;Supervisor Operacoes Gestao 285;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
286;Analista RH Junior 286;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
287;Assistente RH Pleno 287;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
288;Business Partner Senior 288;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
289;Coordenador RH Especialista 289;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
290;Especialista Dados Gestao 290;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
291;Analista People Junior 291;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
292;Recrutador Pleno 292;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
293;Analista Treinamento Senior 293;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
294;Analista Remuneracao Especialista 294;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
295;Gerente RH Gestao 295;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
296;Analista Departamento Pessoal Junior 296;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
297;Assistente Administrativo Pleno 297;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
298;Analista Diversidade Senior 298;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
299;Analista Beneficios Especialista 299;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
300;Supervisor Operacoes Gestao 300;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
301;Analista RH Junior 301;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
302;Assistente RH Pleno 302;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
303;Business Partner Senior 303;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
304;Coordenador RH Especialista 304;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
305;Especialista Dados Gestao 305;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
306;Analista People Junior 306;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
307;Recrutador Pleno 307;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
308;Analista Treinamento Senior 308;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
309;Analista Remuneracao Especialista 309;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
310;Gerente RH Gestao 310;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
311;Analista Departamento Pessoal Junior 311;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
312;Assistente Administrativo Pleno 312;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
313;Analista Diversidade Senior 313;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
314;Analista Beneficios Especialista 314;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
315;Supervisor Operacoes Gestao 315;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
316;Analista RH Junior 316;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
317;Assistente RH Pleno 317;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
318;Business Partner Senior 318;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
319;Coordenador RH Especialista 319;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
320;Especialista Dados Gestao 320;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
321;Analista People Junior 321;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
322;Recrutador Pleno 322;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
323;Analista Treinamento Senior 323;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
324;Analista Remuneracao Especialista 324;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
325;Gerente RH Gestao 325;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
326;Analista Departamento Pessoal Junior 326;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
327;Assistente Administrativo Pleno 327;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
328;Analista Diversidade Senior 328;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
329;Analista Beneficios Especialista 329;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
330;Supervisor Operacoes Gestao 330;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
331;Analista RH Junior 331;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
332;Assistente RH Pleno 332;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
333;Business Partner Senior 333;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
334;Coordenador RH Especialista 334;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
335;Especialista Dados Gestao 335;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
336;Analista People Junior 336;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
337;Recrutador Pleno 337;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
338;Analista Treinamento Senior 338;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
339;Analista Remuneracao Especialista 339;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
340;Gerente RH Gestao 340;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
341;Analista Departamento Pessoal Junior 341;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
342;Assistente Administrativo Pleno 342;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
343;Analista Diversidade Senior 343;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
344;Analista Beneficios Especialista 344;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
345;Supervisor Operacoes Gestao 345;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
346;Analista RH Junior 346;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
347;Assistente RH Pleno 347;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
348;Business Partner Senior 348;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
349;Coordenador RH Especialista 349;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
350;Especialista Dados Gestao 350;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
351;Analista People Junior 351;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
352;Recrutador Pleno 352;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
353;Analista Treinamento Senior 353;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
354;Analista Remuneracao Especialista 354;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
355;Gerente RH Gestao 355;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
356;Analista Departamento Pessoal Junior 356;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
357;Assistente Administrativo Pleno 357;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
358;Analista Diversidade Senior 358;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
359;Analista Beneficios Especialista 359;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
360;Supervisor Operacoes Gestao 360;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
361;Analista RH Junior 361;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
362;Assistente RH Pleno 362;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
363;Business Partner Senior 363;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
364;Coordenador RH Especialista 364;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
365;Especialista Dados Gestao 365;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
366;Analista People Junior 366;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
367;Recrutador Pleno 367;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
368;Analista Treinamento Senior 368;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
369;Analista Remuneracao Especialista 369;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
370;Gerente RH Gestao 370;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
371;Analista Departamento Pessoal Junior 371;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
372;Assistente Administrativo Pleno 372;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
373;Analista Diversidade Senior 373;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
374;Analista Beneficios Especialista 374;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
375;Supervisor Operacoes Gestao 375;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
376;Analista RH Junior 376;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
377;Assistente RH Pleno 377;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
378;Business Partner Senior 378;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
379;Coordenador RH Especialista 379;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
380;Especialista Dados Gestao 380;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
381;Analista People Junior 381;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
382;Recrutador Pleno 382;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
383;Analista Treinamento Senior 383;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
384;Analista Remuneracao Especialista 384;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
385;Gerente RH Gestao 385;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
386;Analista Departamento Pessoal Junior 386;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
387;Assistente Administrativo Pleno 387;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
388;Analista Diversidade Senior 388;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
389;Analista Beneficios Especialista 389;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
390;Supervisor Operacoes Gestao 390;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
391;Analista RH Junior 391;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
392;Assistente RH Pleno 392;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
393;Business Partner Senior 393;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
394;Coordenador RH Especialista 394;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
395;Especialista Dados Gestao 395;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
396;Analista People Junior 396;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
397;Recrutador Pleno 397;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
398;Analista Treinamento Senior 398;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
399;Analista Remuneracao Especialista 399;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
400;Gerente RH Gestao 400;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
401;Analista Departamento Pessoal Junior 401;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
402;Assistente Administrativo Pleno 402;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
403;Analista Diversidade Senior 403;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
404;Analista Beneficios Especialista 404;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
405;Supervisor Operacoes Gestao 405;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
406;Analista RH Junior 406;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
407;Assistente RH Pleno 407;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
408;Business Partner Senior 408;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
409;Coordenador RH Especialista 409;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
410;Especialista Dados Gestao 410;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
411;Analista People Junior 411;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
412;Recrutador Pleno 412;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
413;Analista Treinamento Senior 413;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
414;Analista Remuneracao Especialista 414;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
415;Gerente RH Gestao 415;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
416;Analista Departamento Pessoal Junior 416;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
417;Assistente Administrativo Pleno 417;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
418;Analista Diversidade Senior 418;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
419;Analista Beneficios Especialista 419;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
420;Supervisor Operacoes Gestao 420;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
421;Analista RH Junior 421;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
422;Assistente RH Pleno 422;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
423;Business Partner Senior 423;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
424;Coordenador RH Especialista 424;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
425;Especialista Dados Gestao 425;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
426;Analista People Junior 426;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
427;Recrutador Pleno 427;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
428;Analista Treinamento Senior 428;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
429;Analista Remuneracao Especialista 429;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
430;Gerente RH Gestao 430;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
431;Analista Departamento Pessoal Junior 431;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
432;Assistente Administrativo Pleno 432;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
433;Analista Diversidade Senior 433;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
434;Analista Beneficios Especialista 434;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
435;Supervisor Operacoes Gestao 435;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
436;Analista RH Junior 436;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
437;Assistente RH Pleno 437;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
438;Business Partner Senior 438;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
439;Coordenador RH Especialista 439;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
440;Especialista Dados Gestao 440;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
441;Analista People Junior 441;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
442;Recrutador Pleno 442;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
443;Analista Treinamento Senior 443;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
444;Analista Remuneracao Especialista 444;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
445;Gerente RH Gestao 445;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
446;Analista Departamento Pessoal Junior 446;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
447;Assistente Administrativo Pleno 447;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
448;Analista Diversidade Senior 448;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
449;Analista Beneficios Especialista 449;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
450;Supervisor Operacoes Gestao 450;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
451;Analista RH Junior 451;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
452;Assistente RH Pleno 452;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
453;Business Partner Senior 453;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
454;Coordenador RH Especialista 454;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
455;Especialista Dados Gestao 455;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
456;Analista People Junior 456;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
457;Recrutador Pleno 457;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
458;Analista Treinamento Senior 458;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
459;Analista Remuneracao Especialista 459;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
460;Gerente RH Gestao 460;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
461;Analista Departamento Pessoal Junior 461;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
462;Assistente Administrativo Pleno 462;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
463;Analista Diversidade Senior 463;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
464;Analista Beneficios Especialista 464;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
465;Supervisor Operacoes Gestao 465;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
466;Analista RH Junior 466;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
467;Assistente RH Pleno 467;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
468;Business Partner Senior 468;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
469;Coordenador RH Especialista 469;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
470;Especialista Dados Gestao 470;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
471;Analista People Junior 471;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
472;Recrutador Pleno 472;Pleno;Cargo sintetico de Recrutador no nivel Pleno para simulacao do dominio RH.
473;Analista Treinamento Senior 473;Senior;Cargo sintetico de Analista Treinamento no nivel Senior para simulacao do dominio RH.
474;Analista Remuneracao Especialista 474;Especialista;Cargo sintetico de Analista Remuneracao no nivel Especialista para simulacao do dominio RH.
475;Gerente RH Gestao 475;Gestao;Cargo sintetico de Gerente RH no nivel Gestao para simulacao do dominio RH.
476;Analista Departamento Pessoal Junior 476;Junior;Cargo sintetico de Analista Departamento Pessoal no nivel Junior para simulacao do dominio RH.
477;Assistente Administrativo Pleno 477;Pleno;Cargo sintetico de Assistente Administrativo no nivel Pleno para simulacao do dominio RH.
478;Analista Diversidade Senior 478;Senior;Cargo sintetico de Analista Diversidade no nivel Senior para simulacao do dominio RH.
479;Analista Beneficios Especialista 479;Especialista;Cargo sintetico de Analista Beneficios no nivel Especialista para simulacao do dominio RH.
480;Supervisor Operacoes Gestao 480;Gestao;Cargo sintetico de Supervisor Operacoes no nivel Gestao para simulacao do dominio RH.
481;Analista RH Junior 481;Junior;Cargo sintetico de Analista RH no nivel Junior para simulacao do dominio RH.
482;Assistente RH Pleno 482;Pleno;Cargo sintetico de Assistente RH no nivel Pleno para simulacao do dominio RH.
483;Business Partner Senior 483;Senior;Cargo sintetico de Business Partner no nivel Senior para simulacao do dominio RH.
484;Coordenador RH Especialista 484;Especialista;Cargo sintetico de Coordenador RH no nivel Especialista para simulacao do dominio RH.
485;Especialista Dados Gestao 485;Gestao;Cargo sintetico de Especialista Dados no nivel Gestao para simulacao do dominio RH.
486;Analista People Junior 486;Junior;Cargo sintetico de Analista People no nivel Junior para simulacao do dominio RH.
